,euclidian,cosine
0,0.7183047595312775,0.06700830488536103
1,0.865370330976454,0.06706561742252704
2,0.21422590086958443,0.0028620191308597054
3,0.19375210811912386,0.003955350711801087
4,0.18512195330960426,0.003635406175282907
5,0.17377868755619577,0.0029199087311247984
6,0.1748906972009532,0.0027452015595972323
7,0.07701983709113513,0.00233843192794303
8,0.16134352003795246,0.002516070194678588
9,0.15267045586297068,0.001955204726544757
10,0.13176282940658499,0.0021611678038180315
11,0.08437219603344893,0.002439010759313187
12,0.0783573227482135,0.002246185128944811
13,0.10490906231993101,0.0029609725379279306
14,0.08582950849083938,0.0036172008303828607
15,0.13356925870775857,0.003953505945772595
16,0.22088617553668635,0.0036624289162895396
17,0.0782493654157735,0.0028399392948996738
18,0.17633651807182843,0.003381502512554757
19,0.19971561046500136,0.0034444832618111265
20,0.08448116998144091,0.002675796645441597
21,0.08713609224067362,0.002783140607053536
22,0.15862188415626965,0.002179247551272745
23,0.17341002992105578,0.001977039578586637
24,0.11592697459767327,0.002455163743085187
25,0.07424961489920909,0.0030958211330497365
26,0.07263066429360795,0.0032480184227834386
27,0.13355260708933048,0.0030876483217068262
28,0.07977280933554685,0.002851643694129491
29,0.11229869166194378,0.0023003284415039627
30,0.08590973774026005,0.002560811999565149
31,0.07140912906177978,0.002175883275264079
32,0.12187465735665512,0.002389950232598914
33,0.07272103181792951,0.0019684918359164083
34,0.11863436624646637,0.0024414788961937273
35,0.08210085225831128,0.0022250953038547294
36,0.07041304824318685,0.001981992315873482
37,0.3865477030677633,0.004611690317373407
38,0.267354291015448,0.004167375595356404
39,0.14414206769379898,0.0035059299790181075
40,0.1785159971244369,0.003944686177670298
41,0.11180128204735704,0.004922100676202024
42,0.21144970369474128,0.003949112979412361
43,0.1544778673589922,0.0034045791283280336
44,0.24303648186497556,0.002869518764299972
45,0.13855723002880943,0.002537106712722559
46,0.11507583720095788,0.0029918927737595524
47,0.06601068466215201,0.0029824099365343137
48,0.18190621222582104,0.0025527475319883086
49,0.1736919679079009,0.002802491875294466
50,0.26769331577818134,0.0026468842862802378
51,0.1750136360996967,0.0025112772776288983
52,0.09409269413976318,0.0026409591722729164
53,0.08473440906814482,0.0021937267491670687
54,0.0957475184682184,0.002190160594893409
55,0.07611359615484625,0.0021911483941577936
56,0.089149041438006,0.0028178286918807416
57,0.10005501497241326,0.0020756753294909336
58,0.09086462298810408,0.001980922621566239
59,0.07448786131509345,0.0019287488051281665
60,0.13866930942848296,0.0022836278232009066
61,0.19157336048461046,0.0023145052117337084
62,0.16236569451478097,0.001901731589465383
63,0.10520349168176138,0.002805533430966789
64,0.07175867698967482,0.0026812136148258725
65,0.12617964350569807,0.003570509237902697
66,0.19017543835046102,0.002585336705313246
67,0.18835046060457447,0.003221485332909224
68,0.1467609434313186,0.0028626770319454264
69,0.11919314426644967,0.003453121350369237
70,0.1522407574147231,0.003071542051168663
71,0.15809707557107833,0.003167971064416797
72,0.3679045988936616,0.006849540840908941
73,0.1464414995066886,0.008230241333136545
74,0.10730920026393698,0.004931657430161662
75,0.16888524275069805,0.005740921771042462
76,0.17658066352108442,0.00565963799023339
77,0.10558216246521644,0.005938679151172188
78,0.18689069283060797,0.00861810369806204
79,0.1978985765472899,0.018445860377284018
80,0.17648966012003764,0.04767859270964814
81,0.12096504441435939,0.23990161719435832
82,0.07444248619750454,0.4172757617276406
83,0.09572729615792536,0.3148736961603178
84,0.13638170322043297,0.9412608486395521
85,0.2984350714815243,0.9500098989134005
86,0.08852439654557963,0.03390361021396149
87,0.24750618241610506,0.9923281064659379
88,0.07840486144415476,0.9130819445379817
89,0.06980033600325342,0.6534627379843634
