,euclidian,cosine
0,0.7135517313186516,0.0718516704491532
1,0.16471488891787656,0.0031510616833863025
2,0.0731992471208299,0.0034750772722516032
3,0.13650044778927384,0.003525416126354153
4,0.10050377049561342,0.0043201209780039385
5,0.15633652760213743,0.0030950247216454674
6,0.2320496975932797,0.0033001915727189912
7,0.23384158439573202,0.0028684470532975848
8,0.1387238610668673,0.003001447233434096
9,0.21275296046060688,0.0029191897606465345
10,0.17446408585460194,0.0035185827750445764
11,0.16530175603491762,0.0030548547108781854
12,0.27434003566409554,0.003120882964508964
13,0.14634788908640936,0.003406090562566244
14,0.0959191190764015,0.003812256065127584
15,0.1019609030806217,0.003649665164216498
16,0.12119661610717594,0.003539820881890532
17,0.21476508126153787,0.0028336593379101327
18,0.0794357336587778,0.004427436567222998
19,0.24432714178713627,0.0032220680668761936
20,0.15695002078846623,0.0032420726750421736
21,0.23446899654183692,0.003309764545725513
22,0.35054175902873186,0.0026192642325811866
23,0.25574566201936544,0.0032937804212684885
24,0.07797912220653619,0.004244245699870142
25,0.08571054144258673,0.003633757401228621
26,0.16289646336392508,0.0036025677469619932
27,0.20795852286801972,0.0030007436600532067
28,0.16518011745836766,0.0032076296985726893
29,0.21093665216607063,0.003436827501534956
30,0.21366546974663955,0.0036429310406026483
31,0.24650986478154738,0.0036001192723581488
32,0.3602252122657349,0.003044162167471387
33,0.34331425108354857,0.0027527593669138817
34,0.20427982334305853,0.003289462382817465
35,0.25423502740893694,0.0028139677066882918
36,0.1947285167022057,0.003346463631680119
37,0.14811214426038474,0.003969809587101136
38,0.1420274789395359,0.003808680626609884
39,0.0820990541513384,0.004747483892629689
40,0.18207592011738225,0.0047421193451637755
41,0.11255818716702021,0.004333773994825152
42,0.1615910565461004,0.0034181419303647154
43,0.07138332844929458,0.0035886958311264205
44,0.2338924066963779,0.0027407158193611947
45,0.1409922495183421,0.003317120499897186
46,0.08516391497053508,0.003985740987093145
47,0.07314996201394137,0.00366456095777401
48,0.15556852848900807,0.0030066753285475922
49,0.0790639577807476,0.004378716187992682
50,0.26691002560925237,0.002881807049912366
51,0.11852411288808312,0.00306156461655005
52,0.24684787754856619,0.002797183476269116
53,0.22705905247553512,0.003609199133937202
54,0.26481560613723415,0.0026813021979031904
55,0.20855779696382962,0.0037228404676877824
56,0.27202855595722064,0.002672337701903893
57,0.40006748184209845,0.002981565784136886
58,0.22544072612670477,0.003241483082760288
59,0.2676831115717629,0.003198965866891723
60,0.16566585055862923,0.00328538950080981
61,0.39684714583952857,0.002953669098776479
62,0.21195800666345813,0.0035394558928025788
63,0.187370776380713,0.0028711591156159733
64,0.18437220910456567,0.003109318860777366
65,0.09228762644122435,0.003975219589301915
66,0.2599199165438819,0.003086587176256317
67,0.07328335744314454,0.003743629025019679
68,0.1695733466442539,0.003851224587466784
69,0.07759686935943332,0.003265315244225131
70,0.263034254197737,0.0033033052989900336
71,0.08777911234433133,0.00365960038235158
72,0.32640213498873255,0.00802466353294995
73,0.1559748900165507,0.0048934270879378294
74,0.08786441959574477,0.0041094038533217025
75,0.2735499485573803,0.005272487472518295
76,0.1018579640602702,0.004562234320776071
77,0.1936343113224862,0.005203813477054786
78,0.3717366046971092,0.008594381065460066
79,0.5701085041476992,0.01917053967545257
80,0.6705635744774605,0.03958091519183138
81,0.7760646419619732,0.21589138034976796
82,0.7837971802209714,0.24394845162360845
83,0.7666683931689741,0.16613052630934533
84,0.8390611961150702,0.9386147240773386
85,0.5399853853550516,0.016036647847956442
86,0.6485560205714975,0.03357378714819659
87,0.78823367382579,0.27495832542979204
88,0.7944766224567893,0.3232314972079754
89,0.8110669852950125,0.48318291966125315
