0,0,0,171969,33303,15767,5364,4182,1570,857,313,110,37,6,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,198535,26585,6916,1094,305,25,11,5,3,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129927,30833,25278,12728,13684,7262,5459,2768,1535,706,131,20,119,0,256,0,0,41,0,0,0,0,2736,0,0,0,0,0,0,185140,29639,11902,3041,688,168,250,565,408,647,1035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150559,39198,23825,11444,4566,1220,468,438,476,151,42,814,232,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,73293,12706,6119,1857,1120,268,73,27,11,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,83484,9688,2095,175,26,2,5,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58014,13497,11179,5045,4167,1396,560,275,136,60,0,0,110,0,14,0,0,0,0,1026,0,0,0,0,0,0,0,0,0,82089,9961,1898,349,45,131,99,190,402,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67282,16505,8100,2041,443,144,175,215,35,323,174,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,58117,10257,5161,1597,972,192,59,13,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,66342,8065,1787,146,25,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46120,10781,9323,4110,3523,985,397,135,70,18,0,0,0,0,0,0,0,0,912,0,0,0,0,0,0,0,0,0,0,65799,8238,1272,148,10,37,97,175,315,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53323,13799,6600,1504,298,114,122,117,29,284,172,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,90368,15907,7519,2542,1624,450,208,80,24,2,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,103497,12253,2632,293,43,4,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69866,16457,13533,6731,5928,2360,1439,740,282,17,52,0,127,0,12,0,0,0,0,1184,0,0,0,0,0,0,0,0,0,99018,13890,3688,749,78,52,212,201,384,456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81256,20761,10731,3639,1013,244,221,226,63,12,516,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,86981,15118,7255,2322,1541,397,167,58,13,4,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99616,11523,2411,250,49,7,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67244,15761,13397,6184,5719,2225,1236,548,137,97,52,0,131,19,0,0,0,0,0,1111,0,0,0,0,0,0,0,0,0,95406,13259,3261,571,123,49,224,199,345,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78175,20082,10364,3140,807,253,219,227,55,7,491,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,90695,16179,7722,2457,1708,477,205,68,20,4,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,104207,12386,2638,246,53,5,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70016,16665,13984,6606,6095,2418,1435,606,260,88,2,0,127,0,0,29,0,0,0,1208,0,0,0,0,0,0,0,0,0,99622,14113,3706,674,77,59,243,222,399,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81527,21195,10981,3629,851,274,236,226,66,18,480,52,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,87885,15604,7330,2420,1637,455,169,53,13,8,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100827,11984,2454,256,45,4,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68165,16070,13234,6287,5944,2352,1290,563,140,108,36,0,127,0,0,26,0,0,0,1236,0,0,0,0,0,0,0,0,0,96667,13375,3435,614,114,48,240,227,428,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79277,20151,10530,3425,808,267,243,227,86,14,431,117,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,89559,15755,7401,2426,1631,479,198,61,11,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,102680,11973,2545,266,48,9,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69887,16152,13261,6206,5957,2511,1356,619,167,76,0,0,137,0,0,0,27,0,0,1170,0,0,0,0,0,0,0,0,0,98453,13493,3468,712,87,60,254,237,357,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81031,20264,10615,3385,930,262,239,224,57,16,463,37,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,77888,13751,6483,2102,1336,287,117,25,4,3,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,89016,10592,2137,208,38,6,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61459,14378,11752,5421,4987,1515,828,241,44,90,0,0,127,0,22,0,0,0,0,1136,0,0,0,0,0,0,0,0,0,86956,11161,2253,307,52,42,226,211,371,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71143,17961,8775,2375,518,179,220,254,47,10,476,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,60248,10476,5248,1553,876,172,59,10,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,68735,8065,1675,148,19,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47922,11306,9714,3977,3266,899,455,109,53,5,0,0,0,0,0,0,0,0,0,941,0,0,0,0,0,0,0,0,0,68302,7980,1257,131,38,23,92,213,353,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55549,14152,6294,1490,290,118,126,141,29,262,183,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
