,euclidian,cosine
0,2.6537113975609965,0.05093134286042622
1,3.154238063876106,0.07333797515047968
2,1.21382794516077,0.008180827777027999
3,1.5133102156630827,0.014530712099993237
4,1.6342614834630762,0.01745944716725234
5,1.8139688918606784,0.0221014203861295
6,1.681149350752124,0.018762027776987766
7,2.2408308910571413,0.03542585044308344
8,3.5240697258103375,0.09147857130722026
9,1.318624866584979,0.010214670504976153
10,1.5233710692013054,0.01506137129918761
11,1.5577579174396734,0.015906841450792908
12,1.8775127940600347,0.02428417287527751
13,1.6579030659841438,0.018269924009543637
14,2.1109531757166153,0.03121201867553902
15,2.967343871250717,0.0647216044788067
16,1.5004827205294684,0.014542726803463801
17,1.608736174059279,0.0170940290266538
18,1.6185544092197621,0.01757676623634208
19,1.726602614027968,0.020150725107948464
20,1.8291003186524357,0.022916403851720557
21,2.4254549931216247,0.042107081959876225
22,3.140941792359226,0.07282336741008788
23,1.602292010959929,0.016581990621131526
24,1.5787955812589076,0.016221034097503306
25,1.6008946520417986,0.016908477067167693
26,1.7802099695180014,0.021444228488687767
27,1.7441044399914754,0.02049659146562155
28,2.4564950619474306,0.043179151925495485
29,3.3634649656319615,0.08360247635595142
